"SubRegion","Area","Area_Short","Locality","District Number","District","Surname","Given Name","Party","Party_Short","Votes","Percent of Votes","Total Votes"
"Western Canada","British Columbia","BC","Rural BC",59013,"Kamloops--Thompson--Cariboo","Finlayson","Ken","People's Party","PPC",1132,2,72764
"Western Canada","British Columbia","BC","Rural BC",59013,"Kamloops--Thompson--Cariboo","Kerek","Peter","Communist","Comm",144,0,72764
"Western Canada","British Columbia","BC","Rural BC",59013,"Kamloops--Thompson--Cariboo","Lake","Terry","Liberal","Libs",19716,27,72764
"Western Canada","British Columbia","BC","Rural BC",59013,"Kamloops--Thompson--Cariboo","McLeod","Cathy","Conservative","Cons",32415,45,72764
"Western Canada","British Columbia","BC","Rural BC",59014,"Kelowna--Lake Country","Ashley","Travis","Green Party","Green",5171,8,69425
"Western Canada","British Columbia","BC","Rural BC",59014,"Kelowna--Lake Country","Barr","John","People's Party","PPC",1225,2,69425
"Western Canada","British Columbia","BC","Rural BC",59014,"Kelowna--Lake Country","Fuhr","Stephen","Liberal","Libs",22627,33,69425
"Western Canada","British Columbia","BC","Rural BC",59014,"Kelowna--Lake Country","Gray","Tracy","Conservative","Cons",31497,46,69425
"Western Canada","British Columbia","BC","Rural BC",59014,"Kelowna--Lake Country","Joseph","Daniel","Independent","Ind",152,0,69425
"Western Canada","British Columbia","BC","Rural BC",59014,"Kelowna--Lake Country","Kulik","Justin","New Democratic Party","NDP",8381,12,69425
"Western Canada","British Columbia","BC","Rural BC",59014,"Kelowna--Lake Country","Socrates","Silverado","Independent","Ind",67,0,69425
"Western Canada","British Columbia","BC","Rural BC",59015,"Kootenay--Columbia","Brynne","Abra","Green Party","Green",6145,9,67596
"Western Canada","British Columbia","BC","Rural BC",59015,"Kootenay--Columbia","Goldsbury","Robin","Liberal","Libs",6151,9,67596
"Western Canada","British Columbia","BC","Rural BC",59015,"Kootenay--Columbia","Miller","Trev","Animal Protection Party","APP",339,0,67596
"Western Canada","British Columbia","BC","Rural BC",59015,"Kootenay--Columbia","Morrison","Rob","Conservative","Cons",30168,45,67596
"Western Canada","British Columbia","BC","Rural BC",59015,"Kootenay--Columbia","Stetski","Wayne","New Democratic Party","NDP",23149,34,67596
"Western Canada","British Columbia","BC","Rural BC",59015,"Kootenay--Columbia","Stewart","Rick","People's Party","PPC",1378,2,67596
"Western Canada","British Columbia","BC","Urban BC",59016,"Langley--Aldergrove","Dipietra-Cudmore","Natalie","People's Party","PPC",1305,2,63825
"Western Canada","British Columbia","BC","Urban BC",59016,"Langley--Aldergrove","Farstad","Kaija","Green Party","Green",4881,8,63825
"Western Canada","British Columbia","BC","Urban BC",59016,"Langley--Aldergrove","Jensen","Leon","Liberal","Libs",16254,26,63825
"Western Canada","British Columbia","BC","Urban BC",59016,"Langley--Aldergrove","Joehl","Alex","Libertarian","Libert",499,1,63825
"Western Canada","British Columbia","BC","Urban BC",59016,"Langley--Aldergrove","Van Popta","Tako","Conservative","Cons",29823,47,63825
"Western Canada","British Columbia","BC","Urban BC",59016,"Langley--Aldergrove","Wakelin","Stacey","New Democratic Party","NDP",10690,17,63825
"Western Canada","British Columbia","BC","Rural BC",59017,"Mission--Matsqui--Fraser Canyon","Csaszar","Julius Nick","People's Party","PPC",1055,2,46505
"Western Canada","British Columbia","BC","Rural BC",59017,"Mission--Matsqui--Fraser Canyon","Kidder","John","Green Party","Green",5019,11,46505
"Western Canada","British Columbia","BC","Rural BC",59017,"Mission--Matsqui--Fraser Canyon","Nenn","Michael","New Democratic Party","NDP",8089,18,46505
"Western Canada","British Columbia","BC","Rural BC",59017,"Mission--Matsqui--Fraser Canyon","Sidhu","Jati","Liberal","Libs",12299,27,46505
"Western Canada","British Columbia","BC","Rural BC",59017,"Mission--Matsqui--Fraser Canyon","Vis","Brad","Conservative","Cons",19535,42,46505
"Western Canada","British Columbia","BC","Rural BC",59017,"Mission--Matsqui--Fraser Canyon","Wismer","Elaine","ML","ML",69,0,46505
"Western Canada","British Columbia","BC","Urban BC",59018,"Nanaimo--Ladysmith","Chamberlin","Bob","New Democratic Party","NDP",16985,24,72089
"Western Canada","British Columbia","BC","Urban BC",59018,"Nanaimo--Ladysmith","Chumsa","James","Communist","Comm",104,0,72089
"Western Canada","British Columbia","BC","Urban BC",59018,"Nanaimo--Ladysmith","Clarke","Jennifer","People's Party","PPC",1049,2,72089
"Western Canada","British Columbia","BC","Urban BC",59018,"Nanaimo--Ladysmith","Corfield","Michelle","Liberal","Libs",9735,14,72089
"Western Canada","British Columbia","BC","Urban BC",59018,"Nanaimo--Ladysmith","Hirst","John","Conservative","Cons",18634,26,72089
"Western Canada","British Columbia","BC","Urban BC",59018,"Nanaimo--Ladysmith","Manly","Paul","Green Party","Green",24844,35,72089
"Western Canada","British Columbia","BC","Urban BC",59018,"Nanaimo--Ladysmith","Marlatt","Brian","PC Party","PCP",207,0,72089
"Western Canada","British Columbia","BC","Urban BC",59018,"Nanaimo--Ladysmith","Stoneman","Geoff","Independent","Ind",235,0,72089
"Western Canada","British Columbia","BC","Urban BC",59018,"Nanaimo--Ladysmith","White","Echo","Independent","Ind",71,0,72089
"Western Canada","British Columbia","BC","Urban BC",59019,"New Westminster--Burnaby","Davis","Will","Liberal","Libs",12414,23,53429
"Western Canada","British Columbia","BC","Urban BC",59019,"New Westminster--Burnaby","Ginn","Hansen","People's Party","PPC",862,2,53429
"Western Canada","British Columbia","BC","Urban BC",59019,"New Westminster--Burnaby","Julian","Peter","New Democratic Party","NDP",23437,44,53429
"Western Canada","British Columbia","BC","Urban BC",59019,"New Westminster--Burnaby","Murarka","Neeraj","Libertarian","Libert",307,1,53429
"Western Canada","British Columbia","BC","Urban BC",59019,"New Westminster--Burnaby","Passyar","Ahmad","Independent","Ind",83,0,53429
"Western Canada","British Columbia","BC","Urban BC",59019,"New Westminster--Burnaby","Theriault","Joseph","ML","ML",57,0,53429
"Western Canada","British Columbia","BC","Urban BC",59019,"New Westminster--Burnaby","Veck","Megan","Conservative","Cons",11439,22,53429
"Western Canada","British Columbia","BC","Urban BC",59019,"New Westminster--Burnaby","de Montigny","Suzanne","Green Party","Green",4378,8,53429
"Western Canada","British Columbia","BC","Rural BC",59020,"North Okanagan--Shuswap","Arnold","Mel","Conservative","Cons",36154,49,74594
"Western Canada","British Columbia","BC","Rural BC",59020,"North Okanagan--Shuswap","Delfing","Kyle","People's Party","PPC",2027,3,74594
"Western Canada","British Columbia","BC","Rural BC",59020,"North Okanagan--Shuswap","Derkaz","Cindy","Liberal","Libs",16783,23,74594
"Western Canada","British Columbia","BC","Rural BC",59020,"North Okanagan--Shuswap","Reinarz","Marc","Green Party","Green",7828,11,74594
"Western Canada","British Columbia","BC","Rural BC",59020,"North Okanagan--Shuswap","Sandhu","Harwinder","New Democratic Party","NDP",11353,15,74594
"Western Canada","British Columbia","BC","Urban BC",59021,"North Vancouver","Bell","Justine","New Democratic Party","NDP",10340,16,63279
"Western Canada","British Columbia","BC","Urban BC",59021,"North Vancouver","Jadavji","Azmairnin","People's Party","PPC",835,1,63279
"Western Canada","British Columbia","BC","Urban BC",59021,"North Vancouver","Orr","George","Green Party","Green",7868,12,63279
"Western Canada","British Columbia","BC","Urban BC",59021,"North Vancouver","Saxton","Andrew","Conservative","Cons",16908,27,63279
"Western Canada","British Columbia","BC","Urban BC",59021,"North Vancouver","Wilkinson","Jonathan","Liberal","Libs",26979,43,63279
"Western Canada","British Columbia","BC","Rural BC",59022,"Pitt Meadows--Maple Ridge","Cherrier","Bryton","People's Party","PPC",698,1,54529
"Western Canada","British Columbia","BC","Rural BC",59022,"Pitt Meadows--Maple Ridge","Dalton","Marc","Conservative","Cons",19650,36,54529
"Western Canada","British Columbia","BC","Rural BC",59022,"Pitt Meadows--Maple Ridge","Jaschke","Ariane","Green Party","Green",4332,8,54529
"Western Canada","British Columbia","BC","Rural BC",59022,"Pitt Meadows--Maple Ridge","Mogk","John","New Democratic Party","NDP",12958,24,54529
"Western Canada","British Columbia","BC","Rural BC",59022,"Pitt Meadows--Maple Ridge","Ranta","Steve","Independent","Ind",468,1,54529
"Western Canada","British Columbia","BC","Rural BC",59022,"Pitt Meadows--Maple Ridge","Ruimy","Dan","Liberal","Libs",16125,30,54529
"Western Canada","British Columbia","BC","Urban BC",59023,"Port Moody--Coquitlam","Badiei","Sara","Liberal","Libs",15695,29,54519
"Western Canada","British Columbia","BC","Urban BC",59023,"Port Moody--Coquitlam","Chabot","Jayson","People's Party","PPC",821,2,54519
"Western Canada","British Columbia","BC","Urban BC",59023,"Port Moody--Coquitlam","Shin","Nelly","Conservative","Cons",16855,31,54519
"Western Canada","British Columbia","BC","Urban BC",59023,"Port Moody--Coquitlam","Verrier","Roland","ML","ML",57,0,54519
"Western Canada","British Columbia","BC","Urban BC",59023,"Port Moody--Coquitlam","Watts","Bryce","Green Party","Green",3873,7,54519
"Western Canada","British Columbia","BC","Urban BC",59023,"Port Moody--Coquitlam","Zarrillo","Bonita","New Democratic Party","NDP",16702,31,54519
"Western Canada","British Columbia","BC","Rural BC",59024,"Prince George--Peace River--Northern Rockies","Erickson","Mavis","Liberal","Libs",6391,12,55412
"Western Canada","British Columbia","BC","Rural BC",59024,"Prince George--Peace River--Northern Rockies","Kendall","Catharine","Green Party","Green",3448,6,55412
"Western Canada","British Columbia","BC","Rural BC",59024,"Prince George--Peace River--Northern Rockies","Luccock","Marcia","New Democratic Party","NDP",5069,9,55412
"Western Canada","British Columbia","BC","Rural BC",59024,"Prince George--Peace River--Northern Rockies","Vaillant","Ron","People's Party","PPC",1748,3,55412
"Western Canada","British Columbia","BC","Rural BC",59024,"Prince George--Peace River--Northern Rockies","Zimmer","Bob","Conservative","Cons",38473,70,55412
"Western Canada","British Columbia","BC","Urban BC",59025,"Richmond Centre","Innes","Dustin","New Democratic Party","NDP",5617,14,39188
"Western Canada","British Columbia","BC","Urban BC",59025,"Richmond Centre","Kou","Steven","Liberal","Libs",11052,28,39188
"Western Canada","British Columbia","BC","Urban BC",59025,"Richmond Centre","Pak","Ivan","People's Party","PPC",538,1,39188
"Western Canada","British Columbia","BC","Urban BC",59025,"Richmond Centre","Raunet","Françoise","Green Party","Green",2376,6,39188
"Western Canada","British Columbia","BC","Urban BC",59025,"Richmond Centre","Wong","Alice","Conservative","Cons",19037,49,39188
"Western Canada","British Columbia","BC","Urban BC",59025,"Richmond Centre","Zhang","Zhe","Independent","Ind",197,0,39188
"Western Canada","British Columbia","BC","Urban BC",59026,"Esquimalt--Saanich--Sooke","Garrison","Randall","New Democratic Party","NDP",23887,34,70429
"Western Canada","British Columbia","BC","Urban BC",59026,"Esquimalt--Saanich--Sooke","Godron","Fidelia","Independent","Ind",99,0,70429
"Western Canada","British Columbia","BC","Urban BC",59026,"Esquimalt--Saanich--Sooke","Gustafson","Jeremy","People's Party","PPC",1089,2,70429
"Western Canada","British Columbia","BC","Urban BC",59026,"Esquimalt--Saanich--Sooke","Hammond","Jamie","Liberal","Libs",12554,18,70429
"Western Canada","British Columbia","BC","Urban BC",59026,"Esquimalt--Saanich--Sooke","Lesosky","Louis","Independent","Ind",100,0,70429
"Western Canada","British Columbia","BC","Urban BC",59026,"Esquimalt--Saanich--Sooke","Merner","David","Green Party","Green",18506,26,70429
"Western Canada","British Columbia","BC","Urban BC",59026,"Esquimalt--Saanich--Sooke","Ney","Philip","Independent","Ind",83,0,70429
"Western Canada","British Columbia","BC","Urban BC",59026,"Esquimalt--Saanich--Sooke","Pewarchuk","Randall","Conservative","Cons",13409,19,70429
"Western Canada","British Columbia","BC","Urban BC",59026,"Esquimalt--Saanich--Sooke","Steffler","Josh","Libertarian","Libert",287,0,70429
"Western Canada","British Columbia","BC","Urban BC",59026,"Esquimalt--Saanich--Sooke","Strandlund","Tyson","Communist","Comm",111,0,70429
"Western Canada","British Columbia","BC","Rural BC",59027,"Saanich--Gulf Islands","Broda","Ron","People's Party","PPC",929,1,68473
"Western Canada","British Columbia","BC","Rural BC",59027,"Saanich--Gulf Islands","Busch","David","Conservative","Cons",13784,20,68473
"Western Canada","British Columbia","BC","Rural BC",59027,"Saanich--Gulf Islands","May","Elizabeth","Green Party","Green",33454,49,68473
"Western Canada","British Columbia","BC","Rural BC",59027,"Saanich--Gulf Islands","Singh","Sabina","New Democratic Party","NDP",8657,13,68473
"Western Canada","British Columbia","BC","Rural BC",59027,"Saanich--Gulf Islands","Windsor","Ryan","Liberal","Libs",11326,17,68473
"Western Canada","British Columbia","BC","Rural BC",59028,"Skeena--Bulkley Valley","Bachrach","Taylor","New Democratic Party","NDP",16944,41,41651
"Western Canada","British Columbia","BC","Rural BC",59028,"Skeena--Bulkley Valley","Birdi","Dave","Liberal","Libs",4793,12,41651
"Western Canada","British Columbia","BC","Rural BC",59028,"Skeena--Bulkley Valley","Craven","Jody","People's Party","PPC",940,2,41651
"Western Canada","British Columbia","BC","Rural BC",59028,"Skeena--Bulkley Valley","Nunes","Danny","Independent","Ind",164,0,41651
"Western Canada","British Columbia","BC","Rural BC",59028,"Skeena--Bulkley Valley","Rattée","Claire","Conservative","Cons",13756,33,41651
"Western Canada","British Columbia","BC","Rural BC",59028,"Skeena--Bulkley Valley","Ritchie","Merv","Independent","Ind",157,0,41651
"Western Canada","British Columbia","BC","Rural BC",59028,"Skeena--Bulkley Valley","Sawyer","Mike","Green Party","Green",3280,8,41651
"Western Canada","British Columbia","BC","Rural BC",59028,"Skeena--Bulkley Valley","Taylor","Rod","Christian Heritage Party","CHP",1350,3,41651
"Western Canada","British Columbia","BC","Rural BC",59029,"South Okanagan--West Kootenay","Cannings","Richard","New Democratic Party","NDP",24809,36,68577
"Western Canada","British Columbia","BC","Rural BC",59029,"South Okanagan--West Kootenay","Denesiuk","Connie","Liberal","Libs",11705,17,68577
"Western Canada","British Columbia","BC","Rural BC",59029,"South Okanagan--West Kootenay","Hopkins","Carolina","Independent","Ind",359,0,68577
"Western Canada","British Columbia","BC","Rural BC",59029,"South Okanagan--West Kootenay","Howse","Tara","Green Party","Green",5672,8,68577
"Western Canada","British Columbia","BC","Rural BC",59029,"South Okanagan--West Kootenay","Konanz","Helena","Conservative","Cons",24013,35,68577
"Western Canada","British Columbia","BC","Rural BC",59029,"South Okanagan--West Kootenay","Taylor","Sean","People's Party","PPC",1638,2,68577
"Western Canada","British Columbia","BC","Urban BC",59030,"South Surrey--White Rock","Crozier","Stephen","New Democratic Party","NDP",6716,12,58354
