"SubRegion","Area","Area_Short","Locality","District Number","District","Surname","Given Name","Party","Party_Short","Votes","Percent of Votes","Total Votes"
"Eastern Canada","Quebec","QC","Quebec",24042,"Lévis--Lotbinière","Kerr","Patrick","Green Party","Green",1908,3,64730
"Eastern Canada","Quebec","QC","Quebec",24042,"Lévis--Lotbinière","Marchand","Christel","New Democratic Party","NDP",4355,7,64730
"Eastern Canada","Quebec","QC","Quebec",24043,"Longueuil--Saint-Hubert","Clune","Patrick","Conservative","Cons",3779,6,60930
"Eastern Canada","Quebec","QC","Quebec",24043,"Longueuil--Saint-Hubert","Comeau","Ellen","People's Party","PPC",467,1,60930
"Eastern Canada","Quebec","QC","Quebec",24043,"Longueuil--Saint-Hubert","Ferland","Éric","New Democratic Party","NDP",5104,8,60930
"Eastern Canada","Quebec","QC","Quebec",24043,"Longueuil--Saint-Hubert","Filion","Pierre-Luc","Independent","Ind",217,0,60930
"Eastern Canada","Quebec","QC","Quebec",24043,"Longueuil--Saint-Hubert","Hébert","Réjean","Liberal","Libs",20471,34,60930
"Eastern Canada","Quebec","QC","Quebec",24043,"Longueuil--Saint-Hubert","Nantel","Pierre","Green Party","Green",6745,11,60930
"Eastern Canada","Quebec","QC","Quebec",24043,"Longueuil--Saint-Hubert","Trudel","Denis","Bloc Québécois","Bloc",23061,38,60930
"Eastern Canada","Quebec","QC","Quebec",24044,"Louis-Hébert","Brisson","Daniel","People's Party","PPC",1016,2,62933
"Eastern Canada","Quebec","QC","Quebec",24044,"Louis-Hébert","Dahan","Ali","Independent","Ind",267,0,62933
"Eastern Canada","Quebec","QC","Quebec",24044,"Louis-Hébert","Diab","Macarena","Green Party","Green",2466,4,62933
"Eastern Canada","Quebec","QC","Quebec",24044,"Louis-Hébert","Guérette","Marie-Josée","Conservative","Cons",10912,18,62933
"Eastern Canada","Quebec","QC","Quebec",24044,"Louis-Hébert","Hébert","Christian","Bloc Québécois","Bloc",17375,28,62933
"Eastern Canada","Quebec","QC","Quebec",24044,"Louis-Hébert","Juneau","Jérémie","New Democratic Party","NDP",4884,8,62933
"Eastern Canada","Quebec","QC","Quebec",24044,"Louis-Hébert","Lightbound","Joël","Liberal","Libs",25140,40,62933
"Eastern Canada","Quebec","QC","Quebec",24045,"Louis-Saint-Laurent","Amram Ducharme","Colette","New Democratic Party","NDP",4339,7,66950
"Eastern Canada","Quebec","QC","Quebec",24045,"Louis-Saint-Laurent","Cusson","Jean-Christophe","Liberal","Libs",13571,21,66950
"Eastern Canada","Quebec","QC","Quebec",24045,"Louis-Saint-Laurent","Côté","Guillaume","People's Party","PPC",1543,2,66950
"Eastern Canada","Quebec","QC","Quebec",24045,"Louis-Saint-Laurent","Deltell","Gérard","Conservative","Cons",29279,45,66950
"Eastern Canada","Quebec","QC","Quebec",24045,"Louis-Saint-Laurent","Desgagnés","Jeanne-Paule","Bloc Québécois","Bloc",14674,22,66950
"Eastern Canada","Quebec","QC","Quebec",24045,"Louis-Saint-Laurent","Riedo","Sandra Mara","Green Party","Green",2155,3,66950
"Eastern Canada","Quebec","QC","Quebec",24046,"Manicouagan","Corriveau","François","Conservative","Cons",7771,19,41102
"Eastern Canada","Quebec","QC","Quebec",24046,"Manicouagan","Côté","Gabriel","People's Party","PPC",283,1,41102
"Eastern Canada","Quebec","QC","Quebec",24046,"Manicouagan","Gill","Marilène","Bloc Québécois","Bloc",21768,54,41102
"Eastern Canada","Quebec","QC","Quebec",24046,"Manicouagan","Gélineau","Jacques","Green Party","Green",1293,3,41102
"Eastern Canada","Quebec","QC","Quebec",24046,"Manicouagan","McCool","Colleen","New Democratic Party","NDP",1482,4,41102
"Eastern Canada","Quebec","QC","Quebec",24046,"Manicouagan","Savard","Dave","Liberal","Libs",7793,19,41102
"Eastern Canada","Quebec","QC","Quebec",24047,"Mégantic--L'Érable","Berthold","Luc","Conservative","Cons",23392,49,48406
"Eastern Canada","Quebec","QC","Quebec",24047,"Mégantic--L'Érable","Boisvert","Mathieu","New Democratic Party","NDP",1936,4,48406
"Eastern Canada","Quebec","QC","Quebec",24047,"Mégantic--L'Érable","Charette","Nicole","Green Party","Green",1258,3,48406
"Eastern Canada","Quebec","QC","Quebec",24047,"Mégantic--L'Érable","Corbeil","Priscilla","Bloc Québécois","Bloc",12249,26,48406
"Eastern Canada","Quebec","QC","Quebec",24047,"Mégantic--L'Érable","Grégoire","Isabelle","Liberal","Libs",7388,16,48406
"Eastern Canada","Quebec","QC","Quebec",24047,"Mégantic--L'Érable","Lauzier","Marie  Claude","People's Party","PPC",812,2,48406
"Eastern Canada","Quebec","QC","Quebec",24047,"Mégantic--L'Érable","Paradis","Jean","Independent","Ind",217,0,48406
"Eastern Canada","Quebec","QC","Quebec",24047,"Mégantic--L'Érable","Roy","Damien","Parti Rhinocéros Party","PRP",256,0,48406
"Eastern Canada","Quebec","QC","Quebec",24048,"Mirabel","Biacchi","Pietro","Pour l'Indépendance du Québec","Pl",332,0,66316
"Eastern Canada","Quebec","QC","Quebec",24048,"Mirabel","Desrochers","François","Conservative","Cons",5940,9,66316
"Eastern Canada","Quebec","QC","Quebec",24048,"Mirabel","Marcil","Simon","Bloc Québécois","Bloc",33219,51,66316
"Eastern Canada","Quebec","QC","Quebec",24048,"Mirabel","Montpetit","Christian","People's Party","PPC",641,1,66316
"Eastern Canada","Quebec","QC","Quebec",24048,"Mirabel","Saint-Germain","Anne-Marie","New Democratic Party","NDP",5219,8,66316
"Eastern Canada","Quebec","QC","Quebec",24048,"Mirabel","Tremblay","Julie","Green Party","Green",3517,5,66316
"Eastern Canada","Quebec","QC","Quebec",24048,"Mirabel","Trudel","Karl","Liberal","Libs",16162,25,66316
"Eastern Canada","Quebec","QC","Quebec",24049,"Montarville","Bergeron","Stéphane","Bloc Québécois","Bloc",25366,43,59970
"Eastern Canada","Quebec","QC","Quebec",24049,"Montarville","Lavallée","Julie","People's Party","PPC",501,1,59970
"Eastern Canada","Quebec","QC","Quebec",24049,"Montarville","Pelland","Jean-Charles","Green Party","Green",2967,5,59970
"Eastern Canada","Quebec","QC","Quebec",24049,"Montarville","Picard","Michel","Liberal","Libs",21061,36,59970
"Eastern Canada","Quebec","QC","Quebec",24049,"Montarville","Sauvageau","Julie","Conservative","Cons",4138,7,59970
"Eastern Canada","Quebec","QC","Quebec",24049,"Montarville","Sellah","Djaouida","New Democratic Party","NDP",4984,8,59970
"Eastern Canada","Quebec","QC","Quebec",24049,"Montarville","Thibault-Vincent","Thomas","Parti Rhinocéros Party","PRP",211,0,59970
"Eastern Canada","Quebec","QC","Quebec",24050,"Montcalm","Bonello-Stauch","Julian","New Democratic Party","NDP",3514,6,56117
"Eastern Canada","Quebec","QC","Quebec",24050,"Montcalm","Clénin","Hugo","People's Party","PPC",524,1,56117
"Eastern Canada","Quebec","QC","Quebec",24050,"Montcalm","Desroches","Gisèle","Conservative","Cons",4942,9,56117
"Eastern Canada","Quebec","QC","Quebec",24050,"Montcalm","Goyette","Mathieu","Green Party","Green",2416,4,56117
"Eastern Canada","Quebec","QC","Quebec",24050,"Montcalm","Labelle","Marc","Pour l'Indépendance du Québec","Pl",419,1,56117
"Eastern Canada","Quebec","QC","Quebec",24050,"Montcalm","Sayegh","Isabel","Liberal","Libs",11200,20,56117
"Eastern Canada","Quebec","QC","Quebec",24050,"Montcalm","Thériault","Luc","Bloc Québécois","Bloc",31791,58,56117
"Eastern Canada","Quebec","QC","Quebec",24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Ducharme","Denis","Green Party","Green",1030,2,51364
"Eastern Canada","Quebec","QC","Quebec",24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Gagnon","Louis","Bloc Québécois","Bloc",16261,32,51364
"Eastern Canada","Quebec","QC","Quebec",24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Généreux","Bernard","Conservative","Cons",20989,42,51364
"Eastern Canada","Quebec","QC","Quebec",24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Haché","Serge","People's Party","PPC",417,1,51364
"Eastern Canada","Quebec","QC","Quebec",24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Latulippe","Hugo","New Democratic Party","NDP",3481,7,51364
"Eastern Canada","Quebec","QC","Quebec",24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","Legault d'Auteuil","Aladin","Liberal","Libs",8210,16,51364
"Eastern Canada","Quebec","QC","Quebec",24052,"Mount Royal","Badra","Clément","Green Party","Green",2389,6,44262
"Eastern Canada","Quebec","QC","Quebec",24052,"Mount Royal","Baland","Eric-Abel","New Democratic Party","NDP",3609,8,44262
"Eastern Canada","Quebec","QC","Quebec",24052,"Mount Royal","Housefather","Anthony","Liberal","Libs",24590,56,44262
"Eastern Canada","Quebec","QC","Quebec",24052,"Mount Royal","Johnston","Diane","ML","ML",85,0,44262
"Eastern Canada","Quebec","QC","Quebec",24052,"Mount Royal","Levesque","Xavier","Bloc Québécois","Bloc",1757,4,44262
"Eastern Canada","Quebec","QC","Quebec",24052,"Mount Royal","Lozoff","Zachary","People's Party","PPC",362,1,44262
"Eastern Canada","Quebec","QC","Quebec",24052,"Mount Royal","Tordjman","David","Conservative","Cons",10887,25,44262
"Eastern Canada","Quebec","QC","Quebec",24053,"Notre-Dame-de-Grâce--Westmount","Drabkin","Neil","Conservative","Cons",5759,11,50767
"Eastern Canada","Quebec","QC","Quebec",24053,"Notre-Dame-de-Grâce--Westmount","Garneau","Marc","Liberal","Libs",28323,56,50767
"Eastern Canada","Quebec","QC","Quebec",24053,"Notre-Dame-de-Grâce--Westmount","Gertler","Franklin","New Democratic Party","NDP",7753,15,50767
"Eastern Canada","Quebec","QC","Quebec",24053,"Notre-Dame-de-Grâce--Westmount","Green","Robert","Green Party","Green",5397,11,50767
"Eastern Canada","Quebec","QC","Quebec",24053,"Notre-Dame-de-Grâce--Westmount","Hoffman","Rachel","ML","ML",67,0,50767
"Eastern Canada","Quebec","QC","Quebec",24053,"Notre-Dame-de-Grâce--Westmount","Jetté","Jennifer","Bloc Québécois","Bloc",2359,5,50767
"Eastern Canada","Quebec","QC","Quebec",24053,"Notre-Dame-de-Grâce--Westmount","Thomas","Jeffery A.","Independent","Ind",98,0,50767
"Eastern Canada","Quebec","QC","Quebec",24053,"Notre-Dame-de-Grâce--Westmount","Valiquette","André","People's Party","PPC",565,1,50767
"Eastern Canada","Quebec","QC","Quebec",24054,"Outremont","Bendayan","Rachel","Liberal","Libs",19148,46,41912
"Eastern Canada","Quebec","QC","Quebec",24054,"Outremont","Clarke","Andrea","New Democratic Party","NDP",8319,20,41912
"Eastern Canada","Quebec","QC","Quebec",24054,"Outremont","Green","Daniel","Green Party","Green",5018,12,41912
"Eastern Canada","Quebec","QC","Quebec",24054,"Outremont","Grimard","Célia","Bloc Québécois","Bloc",5741,14,41912
"Eastern Canada","Quebec","QC","Quebec",24054,"Outremont","Hiemstra","Mark John","Parti Rhinocéros Party","PRP",155,0,41912
"Eastern Canada","Quebec","QC","Quebec",24054,"Outremont","Louras","Jasmine","Conservative","Cons",2707,6,41912
"Eastern Canada","Quebec","QC","Quebec",24054,"Outremont","Lévesque","Sabin","People's Party","PPC",369,1,41912
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Cacereco Berthiaume","Jean-Patrick","Parti Rhinocéros Party","PRP",363,1,51719
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Gagnon","Christian","Bloc Québécois","Bloc",8124,16,51719
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Lefebvre","Susanne","Christian Heritage Party","CHP",186,0,51719
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Lupien","Luc","No Affiliation","None",75,0,51719
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Magnan","Alain","Independent","Ind",76,0,51719
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Paré","Christine","New Democratic Party","NDP",9748,19,51719
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Penner","Steve","No Affiliation","None",34,0,51719
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Sibthorpe","Mark","People's Party","PPC",322,1,51719
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Trudeau","Justin","Liberal","Libs",25957,51,51719
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Vazquez","Juan","Green Party","Green",3741,7,51719
"Eastern Canada","Quebec","QC","Quebec",24055,"Papineau","Veilleux","Sophie","Conservative","Cons",2155,4,51719
"Eastern Canada","Quebec","QC","Quebec",24056,"Pierrefonds--Dollard","El-Khoury","Bruno Ibrahim","New Democratic Party","NDP",5687,10,56153
"Eastern Canada","Quebec","QC","Quebec",24056,"Pierrefonds--Dollard","Henri","Edline","Bloc Québécois","Bloc",4469,8,56153
"Eastern Canada","Quebec","QC","Quebec",24056,"Pierrefonds--Dollard","Ishak","Mariam","Conservative","Cons",9797,18,56153
"Eastern Canada","Quebec","QC","Quebec",24056,"Pierrefonds--Dollard","Khan","Shahid","Independent","Ind",242,0,56153
"Eastern Canada","Quebec","QC","Quebec",24056,"Pierrefonds--Dollard","Mintz","Lisa","Green Party","Green",2866,5,56153
"Eastern Canada","Quebec","QC","Quebec",24056,"Pierrefonds--Dollard","Plante","Martin","Independent","Ind",394,1,56153
"Eastern Canada","Quebec","QC","Quebec",24056,"Pierrefonds--Dollard","Weishar","Lee","People's Party","PPC",711,1,56153
"Eastern Canada","Quebec","QC","Quebec",24056,"Pierrefonds--Dollard","Zuberi","Sameer","Liberal","Libs",31305,56,56153
"Eastern Canada","Quebec","QC","Quebec",24057,"Pontiac","Amos","William","Liberal","Libs",30217,49,62508
"Eastern Canada","Quebec","QC","Quebec",24057,"Pontiac","Belec","Mario","People's Party","PPC",775,1,62508
"Eastern Canada","Quebec","QC","Quebec",24057,"Pontiac","Bertrand","Claude","Green Party","Green",3762,6,62508
"Eastern Canada","Quebec","QC","Quebec",24057,"Pontiac","Blackburn","Dave","Conservative","Cons",10416,17,62508
"Eastern Canada","Quebec","QC","Quebec",24057,"Pontiac","Carreiro-Benoit","Jonathan","Bloc Québécois","Bloc",9929,16,62508
"Eastern Canada","Quebec","QC","Quebec",24057,"Pontiac","Giroux","Denise","New Democratic Party","NDP",6503,10,62508
"Eastern Canada","Quebec","QC","Quebec",24057,"Pontiac","Lang","Louis","ML","ML",51,0,62508
"Eastern Canada","Quebec","QC","Quebec",24057,"Pontiac","Stewart","Shawn","VCP","VCP",194,0,62508
"Eastern Canada","Quebec","QC","Quebec",24058,"Portneuf--Jacques-Cartier","Abbatiello","Luca","People's Party","PPC",1915,3,65925
"Eastern Canada","Quebec","QC","Quebec",24058,"Portneuf--Jacques-Cartier","Bonsaint","Mathieu","Bloc Québécois","Bloc",15707,24,65925
"Eastern Canada","Quebec","QC","Quebec",24058,"Portneuf--Jacques-Cartier","Gagnon","David-Roger","New Democratic Party","NDP",3758,6,65925
"Eastern Canada","Quebec","QC","Quebec",24058,"Portneuf--Jacques-Cartier","Gaudet","Marie-Claude","Green Party","Green",2308,4,65925
"Eastern Canada","Quebec","QC","Quebec",24058,"Portneuf--Jacques-Cartier","Godin","Joël","Conservative","Cons",28110,44,65925
"Eastern Canada","Quebec","QC","Quebec",24058,"Portneuf--Jacques-Cartier","Talbot","Annie","Liberal","Libs",12876,20,65925
"Eastern Canada","Quebec","QC","Quebec",24059,"Québec","Boutin","Bianca","Conservative","Cons",8118,15,55249
"Eastern Canada","Quebec","QC","Quebec",24059,"Québec","Bureau","Tommy","New Democratic Party","NDP",6220,12,55249
"Eastern Canada","Quebec","QC","Quebec",24059,"Québec","CoRhino","Sébastien","Parti Rhinocéros Party","PRP",349,1,55249
"Eastern Canada","Quebec","QC","Quebec",24059,"Québec","Dabiré","Bruno","People's Party","PPC",674,1,55249
"Eastern Canada","Quebec","QC","Quebec",24059,"Québec","Duclos","Jean-Yves","Liberal","Libs",18047,33,55249
"Eastern Canada","Quebec","QC","Quebec",24059,"Québec","Gagnon","Christiane","Bloc Québécois","Bloc",17722,33,55249
"Eastern Canada","Quebec","QC","Quebec",24059,"Québec","Joli-Coeur","Luc","Green Party","Green",2949,5,55249
"Eastern Canada","Quebec","QC","Quebec",24059,"Québec","Paquin","Luc","Pour l'Indépendance du Québec","Pl",119,0,55249
"Eastern Canada","Quebec","QC","Quebec",24060,"Repentigny","Beauregard","Diane","Green Party","Green",2289,4,66772
"Eastern Canada","Quebec","QC","Quebec",24060,"Repentigny","Benslimane","Meryem","New Democratic Party","NDP",4470,7,66772
"Eastern Canada","Quebec","QC","Quebec",24060,"Repentigny","Boucher Granger","Micheline","Pour l'Indépendance du Québec","Pl",347,0,66772
"Eastern Canada","Quebec","QC","Quebec",24060,"Repentigny","Branchaud","Pierre","Conservative","Cons",4878,8,66772
"Eastern Canada","Quebec","QC","Quebec",24060,"Repentigny","Larose","Josée","Liberal","Libs",18111,28,66772
"Eastern Canada","Quebec","QC","Quebec",24060,"Repentigny","Pauzé","Monique","Bloc Québécois","Bloc",34837,53,66772
"Eastern Canada","Quebec","QC","Quebec",24060,"Repentigny","Saint-Laurent","Samuel","People's Party","PPC",524,1,66772
"Eastern Canada","Quebec","QC","Quebec",24061,"Richmond--Arthabaska","Guérin","Olivier","New Democratic Party","NDP",2864,5,59715
"Eastern Canada","Quebec","QC","Quebec",24061,"Richmond--Arthabaska","Horth-Lepage","Laura","Green Party","Green",3133,5,59715
"Eastern Canada","Quebec","QC","Quebec",24061,"Richmond--Arthabaska","Landry","Jean","People's Party","PPC",681,1,59715
"Eastern Canada","Quebec","QC","Quebec",24061,"Richmond--Arthabaska","Nolin","Olivier","Bloc Québécois","Bloc",16539,28,59715
"Eastern Canada","Quebec","QC","Quebec",24061,"Richmond--Arthabaska","Patry","Marc","Liberal","Libs",8868,15,59715
"Eastern Canada","Quebec","QC","Quebec",24061,"Richmond--Arthabaska","Rayes","Alain","Conservative","Cons",26553,45,59715
"Eastern Canada","Quebec","QC","Quebec",24062,"Rivière-des-Mille-Îles","Borgers","Ceylan","Green Party","Green",3015,5,59274
"Eastern Canada","Quebec","QC","Quebec",24062,"Rivière-des-Mille-Îles","Desilets","Luc","Bloc Québécois","Bloc",23629,41,59274
"Eastern Canada","Quebec","QC","Quebec",24062,"Rivière-des-Mille-Îles","Hakizimana","Joseph","New Democratic Party","NDP",5002,9,59274
"Eastern Canada","Quebec","QC","Quebec",24062,"Rivière-des-Mille-Îles","Lapointe","Linda","Liberal","Libs",21009,36,59274
"Eastern Canada","Quebec","QC","Quebec",24062,"Rivière-des-Mille-Îles","Mikhael","Maikel","Conservative","Cons",4684,8,59274
"Eastern Canada","Quebec","QC","Quebec",24062,"Rivière-des-Mille-Îles","Roker Jr","Hans","People's Party","PPC",845,2,59274
"Eastern Canada","Quebec","QC","Quebec",24063,"Rivière-du-Nord","Fortin","Rhéal","Bloc Québécois","Bloc",31281,52,61307
"Eastern Canada","Quebec","QC","Quebec",24063,"Rivière-du-Nord","Fréchette","Sylvie","Conservative","Cons",7120,12,61307
"Eastern Canada","Quebec","QC","Quebec",24063,"Rivière-du-Nord","Gagnon","Florence","Liberal","Libs",13402,22,61307
"Eastern Canada","Quebec","QC","Quebec",24063,"Rivière-du-Nord","Leckman","Joey","Green Party","Green",3345,6,61307
"Eastern Canada","Quebec","QC","Quebec",24063,"Rivière-du-Nord","Michaud","Normand","People's Party","PPC",407,1,61307
"Eastern Canada","Quebec","QC","Quebec",24063,"Rivière-du-Nord","Ouellette","Myriam","New Democratic Party","NDP",4194,7,61307
"Eastern Canada","Quebec","QC","Quebec",24063,"Rivière-du-Nord","Riqueur-Lainé","Nicolas","Pour l'Indépendance du Québec","Pl",225,0,61307
"Eastern Canada","Quebec","QC","Quebec",24063,"Rivière-du-Nord","St-Gelais","Lucie","Independent","Ind",127,0,61307
"Eastern Canada","Quebec","QC","Quebec",24064,"Rosemont--La Petite-Patrie","André","Claude","Bloc Québécois","Bloc",14306,24,60924
"Eastern Canada","Quebec","QC","Quebec",24064,"Rosemont--La Petite-Patrie","Boulerice","Alexandre","New Democratic Party","NDP",25575,42,60924
"Eastern Canada","Quebec","QC","Quebec",24064,"Rosemont--La Petite-Patrie","Desrochers","Gisèle","ML","ML",80,0,60924
"Eastern Canada","Quebec","QC","Quebec",24064,"Rosemont--La Petite-Patrie","Désy","Jean","Green Party","Green",3539,6,60924
"Eastern Canada","Quebec","QC","Quebec",24064,"Rosemont--La Petite-Patrie","Hinse","Geneviève","Liberal","Libs",14576,24,60924
"Eastern Canada","Quebec","QC","Quebec",24064,"Rosemont--La Petite-Patrie","Lavoie","Jos Guitare","Parti Rhinocéros Party","PRP",346,1,60924
"Eastern Canada","Quebec","QC","Quebec",24064,"Rosemont--La Petite-Patrie","Pellerin","Bobby","People's Party","PPC",293,0,60924
"Eastern Canada","Quebec","QC","Quebec",24064,"Rosemont--La Petite-Patrie","Raymond","Normand","Communist","Comm",86,0,60924
"Eastern Canada","Quebec","QC","Quebec",24064,"Rosemont--La Petite-Patrie","Sarfati","Johanna","Conservative","Cons",1405,2,60924
"Eastern Canada","Quebec","QC","Quebec",24065,"Marc-Aurèle-Fortin","Baudelot","Sonia","Conservative","Cons",5423,10,56741
"Eastern Canada","Quebec","QC","Quebec",24065,"Marc-Aurèle-Fortin","Faour","Ali","New Democratic Party","NDP",4741,8,56741
"Eastern Canada","Quebec","QC","Quebec",24065,"Marc-Aurèle-Fortin","Migliozzi","Emilio","People's Party","PPC",465,1,56741
"Eastern Canada","Quebec","QC","Quebec",24065,"Marc-Aurèle-Fortin","Nitoi","Lizabel","Bloc Québécois","Bloc",18069,32,56741
"Eastern Canada","Quebec","QC","Quebec",24065,"Marc-Aurèle-Fortin","Progakis","Elias","Independent","Ind",143,0,56741
"Eastern Canada","Quebec","QC","Quebec",24065,"Marc-Aurèle-Fortin","Robillard","Yves","Liberal","Libs",24865,44,56741
"Eastern Canada","Quebec","QC","Quebec",24065,"Marc-Aurèle-Fortin","Tran Le","Bao","Green Party","Green",2111,4,56741
"Eastern Canada","Quebec","QC","Quebec",24066,"Saint-Hyacinthe--Bagot","Barré","Bernard","Conservative","Cons",8062,14,57305
"Eastern Canada","Quebec","QC","Quebec",24066,"Saint-Hyacinthe--Bagot","Bélanger","Jean-François","People's Party","PPC",478,1,57305
"Eastern Canada","Quebec","QC","Quebec",24066,"Saint-Hyacinthe--Bagot","Huet-Côté","Sabrina","Green Party","Green",2031,4,57305
"Eastern Canada","Quebec","QC","Quebec",24066,"Saint-Hyacinthe--Bagot","Sansoucy","Brigitte","New Democratic Party","NDP",10297,18,57305
"Eastern Canada","Quebec","QC","Quebec",24066,"Saint-Hyacinthe--Bagot","Savard-Tremblay","Simon-Pierre","Bloc Québécois","Bloc",23143,41,57305
"Eastern Canada","Quebec","QC","Quebec",24066,"Saint-Hyacinthe--Bagot","Vincelette","René","Liberal","Libs",11903,21,57305
"Eastern Canada","Quebec","QC","Quebec",24067,"Saint-Jean","Chenail","André-Philippe","Green Party","Green",3127,5,63116
"Eastern Canada","Quebec","QC","Quebec",24067,"Saint-Jean","Hivon","Marc","People's Party","PPC",397,1,63116
"Eastern Canada","Quebec","QC","Quebec",24067,"Saint-Jean","Normandin","Christine","Bloc Québécois","Bloc",27750,45,63116
"Eastern Canada","Quebec","QC","Quebec",24067,"Saint-Jean","Reeves","Chantal","New Democratic Party","NDP",4794,8,63116
"Eastern Canada","Quebec","QC","Quebec",24067,"Saint-Jean","Rioux","Jean","Liberal","Libs",18906,31,63116
"Eastern Canada","Quebec","QC","Quebec",24067,"Saint-Jean","Savary","Yvon","Pour l'Indépendance du Québec","Pl",289,0,63116
"Eastern Canada","Quebec","QC","Quebec",24067,"Saint-Jean","Thibert","Martin","Conservative","Cons",6612,11,63116
"Eastern Canada","Quebec","QC","Quebec",24068,"Saint-Laurent","Boutet","Ginette","ML","ML",71,0,40765
"Eastern Canada","Quebec","QC","Quebec",24068,"Saint-Laurent","Gallo","Miranda","New Democratic Party","NDP",4065,10,40765
"Eastern Canada","Quebec","QC","Quebec",24068,"Saint-Laurent","Kokotsis","Georgia","Green Party","Green",2150,5,40765
"Eastern Canada","Quebec","QC","Quebec",24068,"Saint-Laurent","Lambropoulos","Emmanuella","Liberal","Libs",23527,59,40765
"Eastern Canada","Quebec","QC","Quebec",24068,"Saint-Laurent","Mikus","Christopher","People's Party","PPC",484,1,40765
"Eastern Canada","Quebec","QC","Quebec",24068,"Saint-Laurent","Miljours","Thérèse","Bloc Québécois","Bloc",2845,7,40765
"Eastern Canada","Quebec","QC","Quebec",24068,"Saint-Laurent","Serour","Richard","Conservative","Cons",7005,17,40765
"Eastern Canada","Quebec","QC","Quebec",24069,"Saint-Léonard--Saint-Michel","Ayala","Paulina","New Democratic Party","NDP",2964,6,46427
"Eastern Canada","Quebec","QC","Quebec",24069,"Saint-Léonard--Saint-Michel","Colly","Garnet","ML","ML",85,0,46427
"Eastern Canada","Quebec","QC","Quebec",24069,"Saint-Léonard--Saint-Michel","Di Serio","Tina","People's Party","PPC",501,1,46427
"Eastern Canada","Quebec","QC","Quebec",24069,"Saint-Léonard--Saint-Michel","Guillet","Hassan","Independent","Ind",3061,7,46427
"Eastern Canada","Quebec","QC","Quebec",24069,"Saint-Léonard--Saint-Michel","Lattanzio","Patricia","Liberal","Libs",27866,61,46427
"Eastern Canada","Quebec","QC","Quebec",24069,"Saint-Léonard--Saint-Michel","Maiolo","Ilario","Conservative","Cons",5423,12,46427
"Eastern Canada","Quebec","QC","Quebec",24069,"Saint-Léonard--Saint-Michel","Mougin","Dominique","Bloc Québécois","Bloc",4351,10,46427
"Eastern Canada","Quebec","QC","Quebec",24069,"Saint-Léonard--Saint-Michel","Szilagyi","Alessandra","Green Party","Green",1183,3,46427
"Eastern Canada","Quebec","QC","Quebec",24070,"Saint-Maurice--Champlain","Boisguérin","Barthélémy","New Democratic Party","NDP",3071,5,59721
"Eastern Canada","Quebec","QC","Quebec",24070,"Saint-Maurice--Champlain","Champagne","François-Philippe","Liberal","Libs",23104,40,59721
"Eastern Canada","Quebec","QC","Quebec",24070,"Saint-Maurice--Champlain","Courchesne","Bruno-Pier","Conservative","Cons",9542,16,59721
"Eastern Canada","Quebec","QC","Quebec",24070,"Saint-Maurice--Champlain","Dufresne","Stéphanie","Green Party","Green",1809,3,59721
"Eastern Canada","Quebec","QC","Quebec",24070,"Saint-Maurice--Champlain","Déziel","Julie","People's Party","PPC",938,2,59721
"Eastern Canada","Quebec","QC","Quebec",24070,"Saint-Maurice--Champlain","Morin","Nicole","Bloc Québécois","Bloc",19950,34,59721
"Eastern Canada","Quebec","QC","Quebec",24071,"Salaberry--Suroît","AlShawa","Nahed","Green Party","Green",1997,3,64188
"Eastern Canada","Quebec","QC","Quebec",24071,"Salaberry--Suroît","Bertrand","Luc","Pour l'Indépendance du Québec","Pl",342,0,64188
"Eastern Canada","Quebec","QC","Quebec",24071,"Salaberry--Suroît","Debellefeuille","Claude","Bloc Québécois","Bloc",29975,48,64188
"Eastern Canada","Quebec","QC","Quebec",24071,"Salaberry--Suroît","Faubert","Marc","Liberal","Libs",18682,30,64188
"Eastern Canada","Quebec","QC","Quebec",24071,"Salaberry--Suroît","Gottman","Joan","New Democratic Party","NDP",5024,8,64188
"Eastern Canada","Quebec","QC","Quebec",24071,"Salaberry--Suroît","Larivière","Cynthia","Conservative","Cons",6116,10,64188
"Eastern Canada","Quebec","QC","Quebec",24071,"Salaberry--Suroît","Savard","Alain","People's Party","PPC",767,1,64188
"Eastern Canada","Quebec","QC","Quebec",24072,"Shefford","Breton","Pierre","Liberal","Libs",22605,37,62226
